frame,DetObj#,x,y,z,v,snr,noise
5,7,-0.6227484345436096,1.2339106798171997,-1.7298568487167358,0.7139989733695984,241,587
5,8,1.519887924194336,1.5467904806137085,2.714085578918457,0.9995985627174377,131,466
6,0,0.715802788734436,1.8500421047210693,1.1452844142913818,0.0,159,508
6,1,0.7730669975280762,2.8925516605377197,2.8345789909362793,0.28559958934783936,67,533
6,2,0.7742600440979004,1.5786218643188477,1.4077454805374146,0.42839938402175903,233,503
6,3,0.6656965613365173,1.9819653034210205,1.1094943284988403,0.42839938402175903,256,562
6,4,0.8482263088226318,1.5400148630142212,-2.4504315853118896,0.5711991786956787,129,555
6,5,-1.4829047918319702,2.0311100482940674,3.505047559738159,0.7139989733695984,101,489
6,6,-0.715802788734436,0.9995640516281128,-1.9326674938201904,0.8567987680435181,238,527
7,0,0.6299064755439758,2.2806942462921143,0.8661214113235474,0.0,194,468
7,1,0.7277328372001648,1.78257417678833,1.3099191188812256,0.28559958934783936,372,467
7,2,0.3901125192642212,2.568035125732422,3.2509374618530273,0.28559958934783936,50,534
7,3,0.7802250385284424,4.012241840362549,-0.7802250385284424,0.28559958934783936,50,534
7,4,0.5428171157836914,2.201521873474121,1.0080889463424683,0.42839938402175903,256,560
7,5,1.4733607769012451,2.0463247299194336,2.606715202331543,0.42839938402175903,81,542
7,6,0.9162275791168213,1.5193915367126465,1.6797505617141724,0.5711991786956787,253,555
7,7,0.7444348931312561,1.5681800842285156,-2.4194133281707764,0.5711991786956787,80,580
7,8,1.4029735326766968,2.326568365097046,2.572118043899536,0.5711991786956787,67,545
7,9,-0.9544037580490112,2.6224400997161865,1.240724802017212,0.7139989733695984,128,527
7,10,-0.7396628856658936,1.1648223400115967,-1.9231234788894653,0.8567987680435181,268,500
7,11,-1.4960278272628784,2.6301631927490234,3.1280581951141357,0.8567987680435181,111,483
7,12,-1.5222740173339844,3.329963207244873,2.4909937381744385,1.1423983573913574,115,451
7,13,1.383885383605957,2.1793453693389893,-3.59810209274292,1.1423983573913574,115,451
7,14,0.7623299956321716,2.166154384613037,1.4399566650390625,-0.7139989733695984,79,457
8,0,0.668082594871521,2.1060502529144287,-1.5031858682632446,0.14279979467391968,83,543
8,1,0.5845722556114197,2.3308207988739014,1.1691445112228394,0.14279979467391968,83,543
8,2,0.7873830199241638,1.7223947048187256,1.288444995880127,0.28559958934783936,227,450
8,3,1.519887924194336,2.378857374191284,2.4552035331726074,0.28559958934783936,81,546
8,4,0.5249220728874207,3.2358367443084717,2.624610424041748,0.28559958934783936,79,525
8,5,0.8529983162879944,1.7391598224639893,1.5509059429168701,0.42839938402175903,347,524
8,6,0.9639477729797363,3.4419820308685303,1.4459216594696045,0.42839938402175903,85,546
8,7,-0.734890878200531,0.8812614679336548,-1.8038229942321777,0.7139989733695984,201,459
8,8,-0.7873830199241638,1.0784657001495361,-1.8610872030258179,0.7139989733695984,374,468
8,9,-1.0760902166366577,2.601151704788208,1.3695694208145142,0.7139989733695984,142,505
8,10,0.782611072063446,2.030928373336792,-2.250006914138794,0.7139989733695984,142,505
8,11,1.954141616821289,1.9887306690216064,-3.4895386695861816,0.7139989733695984,118,469
8,12,-1.2562339305877686,2.489095449447632,3.4895386695861816,0.7139989733695984,118,469
8,13,0.8398752808570862,1.712403416633606,1.5270459651947021,0.9995985627174377,315,472
8,14,-0.7277328372001648,1.4463404417037964,-1.6737855672836304,1.2851982116699219,192,460
8,15,0.8708933591842651,2.066422939300537,1.6546974182128906,1.5707976818084717,172,459
8,16,0.9579827189445496,2.359462261199951,-1.1321613788604736,1.5707976818084717,172,459
8,17,-0.031018121168017387,0.020104870200157166,-0.009544037282466888,-0.14279979467391968,48,423
9,0,0.4008495807647705,3.600215435028076,2.2714807987213135,0.14279979467391968,53,532
9,1,0.5595191717147827,2.335855007171631,0.8792444467544556,0.28559958934783936,224,540
9,2,1.2991820573806763,2.648874044418335,2.362149238586426,0.28559958934783936,82,543
9,3,0.687170684337616,2.0012459754943848,1.2216367721557617,0.42839938402175903,318,508
9,4,0.7301188707351685,3.424560785293579,1.7036106586456299,0.42839938402175903,72,536
9,5,-0.813629150390625,1.1144144535064697,-1.9231234788894653,0.5711991786956787,342,480
9,6,-0.9663337469100952,2.6552207469940186,1.2562339305877686,0.5711991786956787,108,565
9,7,0.8697003722190857,1.8512290716171265,-2.3192009925842285,0.5711991786956787,108,565
9,8,0.880437433719635,1.990472435951233,-2.250006914138794,0.7139989733695984,169,512
9,9,-0.9782638549804688,2.639500141143799,1.3695694208145142,0.7139989733695984,169,512
9,10,-1.0629671812057495,2.4031310081481934,-2.7164716720581055,0.8567987680435181,54,481
9,11,0.8661214113235474,1.692415714263916,1.653504490852356,0.9995985627174377,221,469
9,12,-0.7408559322357178,1.6749097108840942,-1.8932983875274658,0.9995985627174377,163,485
9,13,-0.7408559322357178,2.3900392055511475,0.8231732249259949,0.9995985627174377,163,485
9,14,-0.6108183860778809,1.6658103466033936,-1.6797505617141724,1.1423983573913574,183,450
9,15,0.8351032733917236,1.9815014600753784,1.5866961479187012,-0.14279979467391968,119,489
10,0,0.5678702592849731,2.3707187175750732,0.8923675417900085,0.14279979467391968,238,519
10,1,0.9353156685829163,2.095693588256836,3.6076459884643555,0.14279979467391968,50,542
10,2,-2.3860092163085938,3.9567487239837646,1.1930046081542969,0.28559958934783936,61,524
10,3,0.7754529714584351,1.8994642496109009,1.395815372467041,0.42839938402175903,301,538
10,4,-1.089213252067566,2.632873058319092,1.386271357536316,0.42839938402175903,90,570
10,5,0.9901938438415527,1.9679713249206543,-2.2774457931518555,0.42839938402175903,90,570
10,6,0.5487821698188782,3.2668673992156982,2.881106376647949,0.42839938402175903,72,545
10,7,-0.7277328372001648,1.146034836769104,-1.8921054601669312,0.5711991786956787,359,459
10,8,-0.8112431764602661,1.4027706384658813,-2.0281081199645996,0.7139989733695984,255,520
10,9,-0.4330607056617737,3.326402425765991,-3.175778388977051,0.9995985627174377,98,465
10,10,-0.7193818092346191,1.7908893823623657,-1.6785575151443481,1.1423983573913574,223,461
10,11,-0.7086448073387146,1.508409023284912,-1.8897194862365723,1.4279979467391968,230,444
10,12,-0.6394504904747009,1.462983250617981,-1.998282790184021,2.1419968605041504,169,453
10,13,-0.5595191717147827,2.463648557662964,0.3996565639972687,2.1419968605041504,169,453
10,14,0.6108183860778809,2.0699782371520996,1.1452844142913818,-0.28559958934783936,260,464
10,15,0.6585385799407959,2.275296211242676,1.152442455291748,-0.28559958934783936,152,486
10,16,0.9233856201171875,1.8295915126800537,-2.56496000289917,-0.14279979467391968,80,478
10,17,-1.0259840488433838,2.768256187438965,1.4363775253295898,-0.14279979467391968,80,478
10,18,0.0,1.7621853351593018,2.7701568603515625,-0.14279979467391968,80,478
11,0,0.8231732249259949,2.074331045150757,1.3993945121765137,0.0,165,548
11,1,-0.8911744952201843,2.7548038959503174,1.2872520685195923,0.14279979467391968,95,571
11,2,0.5941163301467896,1.8865727186203003,-2.475484609603882,0.14279979467391968,95,571
11,3,1.2991820573806763,1.9692447185516357,2.9526865482330322,0.14279979467391968,50,534
11,4,0.7873830795288086,1.8682727813720703,1.4960278272628784,0.28559958934783936,367,467
11,5,1.1285823583602905,2.2052690982818604,-2.1545662879943848,0.28559958934783936,89,563
11,6,-0.5249220728874207,2.3911337852478027,-3.4119935035705566,0.5711991786956787,134,500
11,7,-0.7515929341316223,1.5998278856277466,-2.0042476654052734,0.7139989733695984,233,525
11,8,-0.6394504904747009,1.8209608793258667,-1.6785575151443481,0.8567987680435181,188,496
11,9,-1.3516743183135986,1.6208919286727905,-3.3177459239959717,0.8567987680435181,168,476
11,10,-0.7623299956321716,1.51047682762146,-2.1175832748413086,0.9995985627174377,203,460
11,11,-0.668082594871521,1.8219802379608154,-1.8372271060943604,1.2851982116699219,222,456
11,12,-0.6967146992683411,2.1314659118652344,1.6546974182128906,-2.1419968605041504,120,446
11,13,-0.7253468036651611,2.2865688800811768,1.6320302486419678,-2.1419968605041504,60,455
11,14,0.9734917879104614,3.299027681350708,1.8252971172332764,-0.28559958934783936,104,453
11,15,0.0,3.776883125305176,2.0042479038238525,-0.14279979467391968,135,460
12,0,0.9448597431182861,1.5668725967407227,1.7322428226470947,0.14279979467391968,287,454
12,1,1.0701252222061157,1.5855436325073242,1.810981035232544,0.14279979467391968,313,495
12,2,-0.9901938438415527,2.765460968017578,1.188232660293579,0.14279979467391968,63,556
12,3,0.6108183860778809,2.1473870277404785,0.9925798773765564,0.42839938402175903,189,461
12,4,-0.9734918475151062,0.9968723058700562,-2.190356731414795,0.7139989733695984,233,507
12,5,-0.7730669975280762,1.7477319240570068,-1.9756157398223877,0.7139989733695984,203,517
12,6,-0.687170684337616,1.5535393953323364,-1.7561028003692627,0.8567987680435181,337,448
12,7,-0.668082594871521,1.9762150049209595,-1.6702065467834473,0.9995985627174377,141,485
12,8,-1.5461339950561523,1.8402674198150635,-3.34995698928833,0.9995985627174377,69,458
12,9,-1.377920389175415,1.887314796447754,-3.2569029331207275,1.1423983573913574,198,453
12,10,-0.4772018790245056,1.9629188776016235,-2.2905688285827637,1.2851982116699219,75,457
12,11,-0.4772018790245056,2.8917016983032227,0.8589633703231812,1.2851982116699219,75,457
12,12,0.6394504904747009,2.2093453407287598,1.1190383434295654,-0.14279979467391968,345,449
12,13,0.715802788734436,2.374049425125122,1.431605577468872,-0.14279979467391968,79,498
12,14,0.6513805389404297,1.9651885032653809,-2.1402502059936523,-0.14279979467391968,75,492
12,15,0.6513805389404297,2.7823097705841064,0.8374892473220825,-0.14279979467391968,75,492
12,16,0.9269646406173706,2.6451573371887207,3.178164482116699,-0.14279979467391968,79,479
13,0,-0.693135678768158,2.8544387817382812,1.188232660293579,0.14279979467391968,203,504
13,1,0.39607754349708557,2.4415860176086426,-1.9803876876831055,0.14279979467391968,203,504
13,2,-0.734890878200531,3.026392936706543,1.2598129510879517,0.14279979467391968,96,516
13,3,0.20996882021427155,2.695054531097412,-1.994703769683838,0.14279979467391968,96,516
13,4,1.2729359865188599,2.694098711013794,-2.1987075805664062,0.28559958934783936,45,485
13,5,-1.2729359865188599,3.0132052898406982,-1.7358217239379883,0.28559958934783936,45,485
13,6,-0.8494192957878113,2.986210346221924,1.380306363105774,0.42839938402175903,119,488
13,7,-1.491255760192871,4.225809097290039,1.6403813362121582,0.42839938402175903,82,513
13,8,-0.7098377346992493,2.9198412895202637,-3.4072213172912598,0.5711991786956787,57,503
13,9,-0.7408559322357178,1.7635897397994995,-1.810981035232544,0.8567987680435181,317,465
13,10,-0.7945411205291748,1.8913861513137817,-1.942211627960205,0.8567987680435181,121,570
13,11,-3.704279661178589,2.151827573776245,0.960368812084198,0.8567987680435181,197,495
13,12,-0.8351032733917236,1.4440287351608276,-2.0877580642700195,0.9995985627174377,277,493
13,13,-0.687170684337616,1.8740367889404297,-1.8897193670272827,1.2851982116699219,189,471
13,14,-1.320656180381775,2.8111257553100586,-3.52174973487854,1.9991971254348755,95,459
13,15,0.6299064755439758,2.17637038230896,1.1023362874984741,-0.28559958934783936,409,462
13,16,0.8160151243209839,2.2558023929595947,-1.6320302486419678,-0.28559958934783936,85,547
13,17,0.7336978912353516,3.90999698638916,2.494572639465332,-0.28559958934783936,54,484
13,18,0.620362401008606,2.1023216247558594,1.1631795167922974,-0.14279979467391968,414,455
13,19,0.9878078699111938,1.7247394323349,1.7286638021469116,-0.14279979467391968,277,554
13,20,0.8052781224250793,2.345210075378418,-1.431605577468872,-0.14279979467391968,81,552
13,21,0.715802788734436,2.374049425125122,1.431605577468872,-0.14279979467391968,81,552
13,22,-3.3702380657196045,2.152735471725464,1.617714285850525,-0.14279979467391968,64,519
13,23,1.4829047918319702,3.2438430786132812,2.4265713691711426,-0.14279979467391968,64,519
14,0,0.6012743711471558,2.509315013885498,-1.9040355682373047,0.14279979467391968,138,515
14,1,1.1930046081542969,2.7294461727142334,-3.7281394004821777,0.28559958934783936,82,492
14,2,-1.6403813362121582,4.225809097290039,1.491255760192871,0.28559958934783936,82,492
14,3,-0.734890878200531,2.1738364696502686,-1.83722722530365,0.42839938402175903,267,480
14,4,-0.5487821698188782,2.684969425201416,-3.4298884868621826,0.42839938402175903,61,498
14,5,-0.7253468036651611,2.0655677318573,-1.9040353298187256,0.7139989733695984,199,512
14,6,-1.1059153079986572,3.700692653656006,0.7372769117355347,0.7139989733695984,73,487
14,7,-0.7623299956321716,1.8978084325790405,-1.7787699699401855,0.8567987680435181,354,453
14,8,-1.820525050163269,1.8527493476867676,-3.2509374618530273,0.9995985627174377,51,537
14,9,-2.9908626079559326,2.69964861869812,1.0403000116348267,0.9995985627174377,51,537
14,10,-0.7945411205291748,1.691246509552002,-2.118776321411133,1.2851982116699219,199,495
14,11,-0.7635229825973511,1.9813934564590454,-2.1951286792755127,1.4279979467391968,47,503
14,12,-1.5747661590576172,2.6868627071380615,1.2598129510879517,1.5707976818084717,91,470
14,13,-0.8947534561157227,1.6691406965255737,-2.1474084854125977,1.8563973903656006,236,456
14,14,0.6108183860778809,2.1473870277404785,0.9925798773765564,-0.7139989733695984,322,454
14,15,0.905490517616272,1.916420817375183,1.5640290975570679,-0.7139989733695984,160,486
14,16,0.620362401008606,2.143394708633423,1.0856342315673828,-0.42839938402175903,372,453
14,17,0.9878078699111938,1.7247394323349,1.7286638021469116,-0.42839938402175903,160,566
14,18,0.7062587738037109,2.342395544052124,1.4125175476074219,-0.42839938402175903,79,558
14,19,0.7062587738037109,2.3934125900268555,-1.324235200881958,-0.42839938402175903,79,558
14,20,1.312305212020874,2.956149101257324,2.0281078815460205,-0.28559958934783936,58,539
14,21,0.656152606010437,2.9780943393707275,2.887071371078491,-0.28559958934783936,110,510
14,22,1.9076144695281982,3.683134078979492,-2.2010936737060547,-0.14279979467391968,45,520
15,0,0.6764336824417114,1.813193678855896,1.4280266761779785,0.0,263,434
15,1,-0.643029510974884,2.2027580738067627,-1.83722722530365,0.14279979467391968,177,505
15,2,-1.3170771598815918,2.8705029487609863,1.5365899801254272,0.14279979467391968,100,489
15,3,-2.304884910583496,1.6353341341018677,-2.085371971130371,0.14279979467391968,100,489
15,4,-0.28632110357284546,3.016580104827881,-3.4358532428741455,0.42839938402175903,123,510
15,5,-0.6967146992683411,1.9000650644302368,-1.9159654378890991,0.5711991786956787,247,454
15,6,-1.0021239519119263,3.780860424041748,0.8768584728240967,0.5711991786956787,67,520
15,7,-0.6179764270782471,2.1875503063201904,-1.6773645877838135,0.8567987680435181,333,452
15,8,-0.8697003722190857,1.9661983251571655,-2.222567558288574,1.1423983573913574,145,497
15,9,-0.7694879770278931,2.765878438949585,-4.00133752822876,1.1423983573913574,116,478
15,10,-0.8589633703231812,2.044741630554199,-2.0996882915496826,1.2851982116699219,175,458
15,11,-0.8482263088226318,1.9176503419876099,-2.167689561843872,1.5707976818084717,168,457
15,12,-0.7838040590286255,1.4230514764785767,-2.2643227577209473,1.8563973903656006,158,450
15,13,-0.6967146992683411,2.6472866535186768,0.522536039352417,1.8563973903656006,158,450
15,14,0.7408559322357178,2.0480310916900635,1.4817118644714355,-1.1423983573913574,73,457
15,15,0.7993131279945374,1.8965797424316406,1.5186948776245117,-0.8567987680435181,177,504
15,16,0.7730669975280762,2.251401901245117,1.374341368675232,-0.8567987680435181,129,468
15,17,0.7730669975280762,2.251401901245117,-1.374341368675232,-0.8567987680435181,129,468
15,18,0.7515929937362671,1.8939545154571533,1.2777080535888672,-0.7139989733695984,399,461
15,19,0.6979077458381653,3.2971982955932617,2.9312124252319336,-0.5711991786956787,70,473
15,20,0.826752245426178,2.1405863761901855,-1.83722722530365,-0.42839938402175903,71,558
15,21,1.535396933555603,2.4031314849853516,2.4802565574645996,-0.42839938402175903,52,536
15,22,1.1548285484313965,3.149423122406006,3.175778388977051,-0.42839938402175903,56,493
15,23,0.9066835045814514,2.343386650085449,-1.4506936073303223,-0.28559958934783936,60,563
15,24,0.9066835045814514,2.3971450328826904,1.3600252866744995,-0.28559958934783936,60,563
15,25,0.37937548756599426,3.13606858253479,2.529170036315918,-0.28559958934783936,68,524
15,26,0.5249220728874207,3.0040037631988525,2.887071371078491,-0.28559958934783936,152,498
15,27,0.8947534561157227,2.1916894912719727,1.6105562448501587,-0.14279979467391968,73,549
15,28,0.8947534561157227,2.4141769409179688,-1.2526549100875854,-0.14279979467391968,73,549
16,0,0.5261150598526001,2.0583221912384033,1.1273894309997559,0.0,280,428
16,1,0.3901125192642212,2.866729736328125,2.9908626079559326,0.0,71,471
16,2,-0.6513805389404297,2.231365203857422,-1.8610872030258179,0.14279979467391968,222,487
16,3,-0.5129920244216919,2.9073569774627686,1.4363775253295898,0.14279979467391968,57,545
16,4,-1.653504490852356,3.996891975402832,2.1044602394104004,0.14279979467391968,67,485
16,5,1.0522301197052002,2.8122034072875977,-3.757964849472046,0.14279979467391968,67,485
16,6,-1.9541417360305786,3.4638569355010986,-2.7057347297668457,0.14279979467391968,67,485
16,7,0.4342536926269531,2.839301824569702,-1.954141616821289,0.28559958934783936,101,542
16,8,-0.32569026947021484,3.157684326171875,1.4113245010375977,0.28559958934783936,101,542
16,9,-3.753192901611328,2.4326894283294678,1.1548285484313965,0.5711991786956787,143,501
16,10,-0.6263274550437927,2.2829368114471436,-1.6105562448501587,0.7139989733695984,335,460
16,11,-0.9424737095832825,1.7581619024276733,-2.261936902999878,0.7139989733695984,205,525
16,12,-1.371955394744873,2.7267072200775146,-3.1554975509643555,0.8567987680435181,47,495
16,13,-0.5368521213531494,2.3656036853790283,-1.5210809707641602,0.9995985627174377,323,459
16,14,-3.787789821624756,2.8345224857330322,1.0605812072753906,0.9995985627174377,74,472
16,15,-0.7921550869941711,2.25581693649292,-2.079407215118408,1.2851982116699219,168,475
16,16,0.7515929937362671,1.783351182937622,1.4280266761779785,-0.9995985627174377,375,457
16,17,0.6656965613365173,1.9387069940567017,1.1834605932235718,-0.7139989733695984,308,459
16,18,0.6549595594406128,1.949998140335083,1.0915992259979248,-0.5711991786956787,327,464
16,19,0.4115866422653198,3.6966497898101807,2.332324266433716,-0.5711991786956787,55,481
16,20,0.5678701996803284,3.500586986541748,2.839350938796997,-0.5711991786956787,75,478
16,21,0.5344660878181458,2.2010130882263184,0.9162275791168213,-0.42839938402175903,321,501
16,22,1.4029735326766968,2.44963002204895,2.4552035331726074,-0.42839938402175903,98,513
16,23,0.959175705909729,1.2764005661010742,1.998282790184021,-0.28559958934783936,91,551
16,24,1.2049347162246704,3.03633975982666,2.048388957977295,-0.28559958934783936,56,537
16,25,0.25053098797798157,3.014190912246704,2.63057541847229,-0.28559958934783936,56,530
16,26,0.5201500058174133,2.7027788162231445,3.1209001541137695,-0.28559958934783936,158,497
16,27,1.3027610778808594,1.7336187362670898,-2.714085578918457,-0.14279979467391968,71,528
17,0,0.4437977075576782,2.0815958976745605,1.0355280637741089,0.0,231,441
17,1,0.6394504904747009,2.2093453407287598,1.1190383434295654,0.14279979467391968,60,522
17,2,0.5595191717147827,2.0394234657287598,-1.4387636184692383,0.14279979467391968,60,522
17,3,-0.5189570188522339,3.0754499435424805,1.1417055130004883,0.28559958934783936,74,567
17,4,0.20758281648159027,2.584385395050049,-2.0758280754089355,0.28559958934783936,74,567
17,5,-2.493379831314087,1.5163248777389526,-2.1533734798431396,0.5711991786956787,65,526
17,6,-1.1333544254302979,2.996431350708008,1.7000316381454468,0.5711991786956787,65,526
17,7,-1.1261963844299316,2.758606433868408,-3.378589153289795,0.7139989733695984,64,498
17,8,-0.6513805389404297,2.3742542266845703,-1.674978494644165,0.8567987680435181,402,466
17,9,-0.5965023040771484,3.900139808654785,-2.684260368347168,0.9995985627174377,89,468
17,10,-0.8947534561157227,4.034667015075684,2.3860092163085938,0.9995985627174377,89,468
17,11,-0.8112431764602661,2.3101744651794434,-2.1295132637023926,1.4279979467391968,189,536
17,12,-2.4301505088806152,1.7242106199264526,-2.1987075805664062,1.4279979467391968,50,555
17,13,-4.155235290527344,2.4137892723083496,1.0772831439971924,1.4279979467391968,111,448
17,14,-0.8494192957878113,2.5126161575317383,-2.1235482692718506,1.9991971254348755,116,448
17,15,0.8589633703231812,2.1040220260620117,1.5461339950561523,-1.4279979467391968,123,457
17,16,0.8589633703231812,2.3176097869873047,-1.2025487422943115,-1.4279979467391968,123,457
17,17,0.7873830199241638,1.6664528846740723,1.3600252866744995,-1.1423983573913574,304,453
17,18,0.30540919303894043,2.3804290294647217,0.45811378955841064,-1.1423983573913574,90,484
17,19,0.7277328372001648,1.78257417678833,1.3099191188812256,-0.7139989733695984,360,454
17,20,1.0414930582046509,2.4792494773864746,2.5458719730377197,-0.7139989733695984,86,471
17,21,0.7038727402687073,1.7737035751342773,1.19658362865448,-0.5711991786956787,378,458
17,22,0.6012743711471558,2.1138343811035156,0.9770708680152893,-0.42839938402175903,280,537
17,23,0.8231732249259949,2.1763553619384766,1.23475980758667,-0.42839938402175903,56,523
17,24,1.4029735326766968,2.44963002204895,2.4552035331726074,-0.42839938402175903,77,506
17,25,0.668082594871521,3.2701945304870605,2.672330379486084,-0.42839938402175903,62,511
17,26,1.6010122299194336,4.009801387786865,-1.7465589046478271,-0.14279979467391968,133,487
17,27,1.7059966325759888,3.4783196449279785,-3.1018118858337402,-0.14279979467391968,52,523
18,0,0.5630981922149658,1.8675854206085205,1.1261963844299316,0.0,347,425
18,1,-0.668082594871521,2.1148173809051514,-2.0996882915496826,0.0,164,465
18,2,-0.6155903935432434,4.523646831512451,1.846771240234375,0.14279979467391968,97,468
18,3,0.9233856201171875,3.731818437576294,-3.0779519081115723,0.14279979467391968,97,468
18,4,0.4437977075576782,2.177927255630493,0.813629150390625,0.28559958934783936,133,462
18,5,0.42470964789390564,2.700749397277832,-2.0173709392547607,0.28559958934783936,75,527
18,6,-0.5308870673179626,3.104668140411377,1.2741289138793945,0.28559958934783936,75,527
18,7,-3.206796646118164,2.4162063598632812,1.469781756401062,0.28559958934783936,111,491
18,8,-0.6299064755439758,3.091251850128174,1.1548285484313965,0.42839938402175903,63,542
18,9,-0.10498441010713577,2.532715082168579,-2.2046725749969482,0.42839938402175903,63,542
18,10,-0.801699161529541,2.5272605419158936,-1.8038231134414673,0.5711991786956787,68,527
18,11,-3.9393014907836914,2.553318977355957,1.2120927572250366,0.5711991786956787,115,530
18,12,-2.4301505088806152,1.5654505491256714,-2.3144290447235107,0.7139989733695984,58,588
18,13,-3.8462469577789307,2.417238235473633,1.3313931226730347,0.7139989733695984,130,511
18,14,-0.668082594871521,2.4351327419281006,-1.7179267406463623,0.8567987680435181,380,453
18,15,-0.7515929937362671,2.7015557289123535,-3.9082834720611572,0.9995985627174377,122,486
18,16,-0.4831668734550476,2.6884231567382812,-1.449500560760498,1.2851982116699219,240,467
18,17,-0.4891319274902344,2.721613645553589,-1.4673957824707031,1.4279979467391968,247,459
18,18,-1.7525237798690796,3.827260971069336,0.9436666965484619,1.4279979467391968,96,470
18,19,-0.5010619759559631,2.7315919399261475,-1.603398323059082,1.7135975360870361,255,455
18,20,0.8792444467544556,1.8608722686767578,1.5186948776245117,-1.7135975360870361,108,452
18,21,0.8792444467544556,2.1655337810516357,-1.039107084274292,-1.7135975360870361,108,452
18,22,0.813629150390625,1.658890724182129,1.479325771331787,-0.7139989733695984,320,493
18,23,0.6227484345436096,1.85409677028656,1.0379140377044678,-0.5711991786956787,436,458
18,24,0.6334854364395142,1.8860636949539185,1.0558091402053833,-0.42839938402175903,421,472
